,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,artist,song name
328,0.638,0.0811,7,-22.646,1,0.0335,0.879,0.00313,0.314,0.0503,109.154,audio_features,0ESdtt9cjGZUkUbaubSrv2,spotify:track:0ESdtt9cjGZUkUbaubSrv2,https://api.spotify.com/v1/tracks/0ESdtt9cjGZUkUbaubSrv2,https://api.spotify.com/v1/audio-analysis/0ESdtt9cjGZUkUbaubSrv2,167240,4,pink floyd,Goodbye Blue Sky
329,0.717,0.499,9,-15.449,1,0.0354,0.0233,0.445,0.86,0.419,116.974,audio_features,0EaLRxrtnq7Mqhdf8q9txr,spotify:track:0EaLRxrtnq7Mqhdf8q9txr,https://api.spotify.com/v1/tracks/0EaLRxrtnq7Mqhdf8q9txr,https://api.spotify.com/v1/audio-analysis/0EaLRxrtnq7Mqhdf8q9txr,263573,4,pink floyd,Run Like Hell
330,0.419,0.575,4,-12.22,0,0.0897,0.103,0.459,0.895,0.354,129.267,audio_features,0gEaeqVRHPzRc7HMXtOKc7,spotify:track:0gEaeqVRHPzRc7HMXtOKc7,https://api.spotify.com/v1/tracks/0gEaeqVRHPzRc7HMXtOKc7,https://api.spotify.com/v1/audio-analysis/0gEaeqVRHPzRc7HMXtOKc7,685880,4,pink floyd,Pigs (Three Different Ones)
331,0.316,0.49,9,-14.578,1,0.0391,0.416,0.367,0.0537,0.267,152.1,audio_features,24YmWQgunJGAU8El3ndkyn,spotify:track:24YmWQgunJGAU8El3ndkyn,https://api.spotify.com/v1/tracks/24YmWQgunJGAU8El3ndkyn,https://api.spotify.com/v1/audio-analysis/24YmWQgunJGAU8El3ndkyn,198222,3,pink floyd,In the Flesh?
332,0.74,0.231,9,-18.91,0,0.0415,0.551,0.747,0.249,0.546,103.994,audio_features,2O3l4X1yTua8oMMCtazkyo,spotify:track:2O3l4X1yTua8oMMCtazkyo,https://api.spotify.com/v1/tracks/2O3l4X1yTua8oMMCtazkyo,https://api.spotify.com/v1/audio-analysis/2O3l4X1yTua8oMMCtazkyo,110826,4,pink floyd,The Happiest Days of Our Lives
333,0.288,0.485,7,-13.162,0,0.0491,0.576,0.9,0.322,0.124,135.87,audio_features,21j1PsCiTaO8ZW88UZrh3A,spotify:track:21j1PsCiTaO8ZW88UZrh3A,https://api.spotify.com/v1/tracks/21j1PsCiTaO8ZW88UZrh3A,https://api.spotify.com/v1/audio-analysis/21j1PsCiTaO8ZW88UZrh3A,747325,3,pink floyd,Shine On You Crazy Diamond (Pts. 6-9)
334,0.285,0.322,6,-16.58,0,0.0445,0.367,0.649,0.107,0.138,133.577,audio_features,7kriFJLY2KOhw5en9iI2jb,spotify:track:7kriFJLY2KOhw5en9iI2jb,https://api.spotify.com/v1/tracks/7kriFJLY2KOhw5en9iI2jb,https://api.spotify.com/v1/audio-analysis/7kriFJLY2KOhw5en9iI2jb,1412451,4,pink floyd,Echoes
335,0.406,0.128,9,-16.983,0,0.0349,0.359,0.0019,0.656,0.191,110.272,audio_features,62zuXt6X5B6YQOBNFV2eXG,spotify:track:62zuXt6X5B6YQOBNFV2eXG,https://api.spotify.com/v1/tracks/62zuXt6X5B6YQOBNFV2eXG,https://api.spotify.com/v1/audio-analysis/62zuXt6X5B6YQOBNFV2eXG,146321,5,pink floyd,The Thin Ice
336,0.664,0.171,7,-20.731,1,0.0452,0.3,0.001,0.264,0.378,128.631,audio_features,19tHmIQsRnebkyK09m2UXE,spotify:track:19tHmIQsRnebkyK09m2UXE,https://api.spotify.com/v1/tracks/19tHmIQsRnebkyK09m2UXE,https://api.spotify.com/v1/audio-analysis/19tHmIQsRnebkyK09m2UXE,84280,3,pink floyd,Pigs on the Wing 1
337,0.28,0.716,9,-12.095,0,0.0983,0.0652,0.52,0.512,0.0618,135.378,audio_features,55e99bv2wlgTYtNEYHWtN1,spotify:track:55e99bv2wlgTYtNEYHWtN1,https://api.spotify.com/v1/tracks/55e99bv2wlgTYtNEYHWtN1,https://api.spotify.com/v1/audio-analysis/55e99bv2wlgTYtNEYHWtN1,619079,4,pink floyd,Sheep
338,0.653,0.472,2,-14.797,1,0.0353,0.0554,7.69e-05,0.397,0.448,102.558,audio_features,5A7eooPKJHtr0UJmatjH4a,spotify:track:5A7eooPKJHtr0UJmatjH4a,https://api.spotify.com/v1/tracks/5A7eooPKJHtr0UJmatjH4a,https://api.spotify.com/v1/audio-analysis/5A7eooPKJHtr0UJmatjH4a,74411,4,pink floyd,"Another Brick in the Wall, Pt. 3"
339,0.307,0.0742,9,-27.159,0,0.0359,0.72,0.315,0.11,0.0394,118.682,audio_features,5HAjss9faCAowGY8dM24r6,spotify:track:5HAjss9faCAowGY8dM24r6,https://api.spotify.com/v1/tracks/5HAjss9faCAowGY8dM24r6,https://api.spotify.com/v1/audio-analysis/5HAjss9faCAowGY8dM24r6,161595,4,pink floyd,Is There Anybody Out There?
340,0.515,0.565,4,-9.547,1,0.0304,0.113,1.35e-05,0.122,0.374,104.372,audio_features,3Tsh9pjiJ5cvmuiZALdgVz,spotify:track:3Tsh9pjiJ5cvmuiZALdgVz,https://api.spotify.com/v1/tracks/3Tsh9pjiJ5cvmuiZALdgVz,https://api.spotify.com/v1/audio-analysis/3Tsh9pjiJ5cvmuiZALdgVz,261587,4,pink floyd,What Do You Want from Me
341,0.315,0.218,0,-15.215,1,0.0728,0.305,0.0012,0.226,0.156,175.868,audio_features,66YHxyGAUGjMBDdrDlWIMD,spotify:track:66YHxyGAUGjMBDdrDlWIMD,https://api.spotify.com/v1/tracks/66YHxyGAUGjMBDdrDlWIMD,https://api.spotify.com/v1/audio-analysis/66YHxyGAUGjMBDdrDlWIMD,216800,4,pink floyd,One of My Turns
342,0.501,0.338,11,-19.12,1,0.0395,0.187,0.868,0.514,0.106,95.942,audio_features,5yMyLZu4wPvWcbLFiRhYVM,spotify:track:5yMyLZu4wPvWcbLFiRhYVM,https://api.spotify.com/v1/tracks/5yMyLZu4wPvWcbLFiRhYVM,https://api.spotify.com/v1/audio-analysis/5yMyLZu4wPvWcbLFiRhYVM,127830,4,pink floyd,Empty Spaces
343,0.381,0.508,4,-15.094,1,0.0465,0.00613,0.846,0.535,0.403,103.804,audio_features,6uU0Hu8oVk9gBihokcrDMH,spotify:track:6uU0Hu8oVk9gBihokcrDMH,https://api.spotify.com/v1/tracks/6uU0Hu8oVk9gBihokcrDMH,https://api.spotify.com/v1/audio-analysis/6uU0Hu8oVk9gBihokcrDMH,354613,4,pink floyd,One of These Days
344,0.448,0.402,7,-12.135,1,0.03,0.365,0.000746,0.076,0.244,100.454,audio_features,7KA6U0WOHdGxWWLGPYN2Sb,spotify:track:7KA6U0WOHdGxWWLGPYN2Sb,https://api.spotify.com/v1/tracks/7KA6U0WOHdGxWWLGPYN2Sb,https://api.spotify.com/v1/audio-analysis/7KA6U0WOHdGxWWLGPYN2Sb,341667,4,pink floyd,On the Turning Away
345,0.251,0.148,0,-21.056,1,0.0432,0.713,0.432,0.106,0.0569,206.542,audio_features,2gTnu5RZNVFVnWdjLnyUA5,spotify:track:2gTnu5RZNVFVnWdjLnyUA5,https://api.spotify.com/v1/tracks/2gTnu5RZNVFVnWdjLnyUA5,https://api.spotify.com/v1/audio-analysis/2gTnu5RZNVFVnWdjLnyUA5,203361,4,pink floyd,Nobody Home
346,0.691,0.324,0,-15.366,1,0.0446,0.171,0.0223,0.0674,0.543,121.664,audio_features,3kbUFmLV5SHVQonfOpNgkd,spotify:track:3kbUFmLV5SHVQonfOpNgkd,https://api.spotify.com/v1/tracks/3kbUFmLV5SHVQonfOpNgkd,https://api.spotify.com/v1/audio-analysis/3kbUFmLV5SHVQonfOpNgkd,223067,4,pink floyd,San Tropez
347,0.519,0.413,0,-12.535,0,0.0251,0.205,0.152,0.351,0.267,75.219,audio_features,5a4MgIUSf9K8wXLSm6xPEx,spotify:track:5a4MgIUSf9K8wXLSm6xPEx,https://api.spotify.com/v1/tracks/5a4MgIUSf9K8wXLSm6xPEx,https://api.spotify.com/v1/audio-analysis/5a4MgIUSf9K8wXLSm6xPEx,510965,4,pink floyd,High Hopes
348,0.287,0.499,0,-11.094,1,0.0437,0.464,0.000652,0.102,0.142,176.437,audio_features,1bQ4zbP8Fo0qAePTSOfYji,spotify:track:1bQ4zbP8Fo0qAePTSOfYji,https://api.spotify.com/v1/tracks/1bQ4zbP8Fo0qAePTSOfYji,https://api.spotify.com/v1/audio-analysis/1bQ4zbP8Fo0qAePTSOfYji,379241,4,pink floyd,Coming Back to Life
349,0.396,0.341,7,-14.836,1,0.0303,0.384,0.568,0.12,0.148,74.203,audio_features,6bIPHR8AJG5HAcn9oF21Ma,spotify:track:6bIPHR8AJG5HAcn9oF21Ma,https://api.spotify.com/v1/tracks/6bIPHR8AJG5HAcn9oF21Ma,https://api.spotify.com/v1/audio-analysis/6bIPHR8AJG5HAcn9oF21Ma,330385,4,pink floyd,Marooned
350,0.292,0.454,9,-14.89,1,0.0316,0.371,0.509,0.719,0.105,150.916,audio_features,5OFi9CIyD6s1oENyHapK2W,spotify:track:5OFi9CIyD6s1oENyHapK2W,https://api.spotify.com/v1/tracks/5OFi9CIyD6s1oENyHapK2W,https://api.spotify.com/v1/audio-analysis/5OFi9CIyD6s1oENyHapK2W,255547,3,pink floyd,In the Flesh
351,0.324,0.11,9,-19.78,0,0.0351,0.0847,0.777,0.621,0.0393,123.534,audio_features,3QEWEv1tvHmVgsT5THpGDn,spotify:track:3QEWEv1tvHmVgsT5THpGDn,https://api.spotify.com/v1/tracks/3QEWEv1tvHmVgsT5THpGDn,https://api.spotify.com/v1/audio-analysis/3QEWEv1tvHmVgsT5THpGDn,255934,3,pink floyd,Don't Leave Me Now
352,0.571,0.198,7,-16.919,1,0.0294,0.435,0.125,0.262,0.326,129.024,audio_features,077OhUjy58qkjscrXjW696,spotify:track:077OhUjy58qkjscrXjW696,https://api.spotify.com/v1/tracks/077OhUjy58qkjscrXjW696,https://api.spotify.com/v1/audio-analysis/077OhUjy58qkjscrXjW696,96560,4,pink floyd,The Show Must Go On
353,0.472,0.0118,2,-31.734,1,0.0397,0.783,0.799,0.247,0.0698,102.949,audio_features,0ZXkKRO789QKBR6ME7pIDF,spotify:track:0ZXkKRO789QKBR6ME7pIDF,https://api.spotify.com/v1/tracks/0ZXkKRO789QKBR6ME7pIDF,https://api.spotify.com/v1/audio-analysis/0ZXkKRO789QKBR6ME7pIDF,73430,4,pink floyd,Goodbye Cruel World
354,0.524,0.679,10,-7.043,1,0.0473,0.0516,0.826,0.633,0.377,155.986,audio_features,3YgD8B3jAUSv3ak4KmRFj8,spotify:track:3YgD8B3jAUSv3ak4KmRFj8,https://api.spotify.com/v1/tracks/3YgD8B3jAUSv3ak4KmRFj8,https://api.spotify.com/v1/audio-analysis/3YgD8B3jAUSv3ak4KmRFj8,221129,4,Ebi,Chandler
355,0.659,0.693,4,-7.296,0,0.0347,0.148,1.29e-06,0.291,0.678,115.569,audio_features,1hiY3G7AOOQEr5JCNcHGsJ,spotify:track:1hiY3G7AOOQEr5JCNcHGsJ,https://api.spotify.com/v1/tracks/1hiY3G7AOOQEr5JCNcHGsJ,https://api.spotify.com/v1/audio-analysis/1hiY3G7AOOQEr5JCNcHGsJ,320067,4,Ebi,Goriz
356,0.796,0.956,0,-4.606,0,0.174,0.425,1.08e-06,0.225,0.873,104.103,audio_features,3FdpQpdLwt9UyJwMwJtqIk,spotify:track:3FdpQpdLwt9UyJwMwJtqIk,https://api.spotify.com/v1/tracks/3FdpQpdLwt9UyJwMwJtqIk,https://api.spotify.com/v1/audio-analysis/3FdpQpdLwt9UyJwMwJtqIk,229760,4,Ebi,Harighe Sabz
357,0.845,0.599,2,-11.122,0,0.159,0.705,0.0,0.151,0.922,114.898,audio_features,5PwZD0bbcwM9xCwIGA2muS,spotify:track:5PwZD0bbcwM9xCwIGA2muS,https://api.spotify.com/v1/tracks/5PwZD0bbcwM9xCwIGA2muS,https://api.spotify.com/v1/audio-analysis/5PwZD0bbcwM9xCwIGA2muS,250307,4,Ebi,Gheseh Eshgh
358,0.424,0.627,0,-10.46,0,0.051,0.174,1.6e-06,0.336,0.965,157.309,audio_features,2rMvwsXseVVpi8M2R2WKz2,spotify:track:2rMvwsXseVVpi8M2R2WKz2,https://api.spotify.com/v1/tracks/2rMvwsXseVVpi8M2R2WKz2,https://api.spotify.com/v1/audio-analysis/2rMvwsXseVVpi8M2R2WKz2,247133,3,Ebi,Khanom Gol
359,0.51,0.565,11,-8.542,0,0.0484,0.418,0.0,0.107,0.515,133.179,audio_features,05DB7X5RlVGBzNff2MquhC,spotify:track:05DB7X5RlVGBzNff2MquhC,https://api.spotify.com/v1/tracks/05DB7X5RlVGBzNff2MquhC,https://api.spotify.com/v1/audio-analysis/05DB7X5RlVGBzNff2MquhC,316627,4,Ebi,Nazi Naz Kon
360,0.639,0.462,7,-9.451,1,0.0328,0.814,0.0,0.182,0.621,128.902,audio_features,75wR9u92iSZtRuLFQSkgiF,spotify:track:75wR9u92iSZtRuLFQSkgiF,https://api.spotify.com/v1/tracks/75wR9u92iSZtRuLFQSkgiF,https://api.spotify.com/v1/audio-analysis/75wR9u92iSZtRuLFQSkgiF,279053,3,Ebi,Ghebleh
361,0.578,0.615,10,-7.341,0,0.0324,0.805,0.0,0.228,0.539,132.587,audio_features,2ZREF4dOvYoqbGqHPRmnNf,spotify:track:2ZREF4dOvYoqbGqHPRmnNf,https://api.spotify.com/v1/tracks/2ZREF4dOvYoqbGqHPRmnNf,https://api.spotify.com/v1/audio-analysis/2ZREF4dOvYoqbGqHPRmnNf,236947,4,Ebi,Pichak
362,0.317,0.587,11,-7.864,0,0.0412,0.447,0.0,0.178,0.463,184.959,audio_features,2uBIwlvF7qfdr4VJx4hg2N,spotify:track:2uBIwlvF7qfdr4VJx4hg2N,https://api.spotify.com/v1/tracks/2uBIwlvF7qfdr4VJx4hg2N,https://api.spotify.com/v1/audio-analysis/2uBIwlvF7qfdr4VJx4hg2N,304040,3,Ebi,Khali
363,0.606,0.499,5,-12.176,0,0.0515,0.437,1.52e-06,0.114,0.707,143.931,audio_features,4Fyb2OMEx1xBiSrO7FsGcO,spotify:track:4Fyb2OMEx1xBiSrO7FsGcO,https://api.spotify.com/v1/tracks/4Fyb2OMEx1xBiSrO7FsGcO,https://api.spotify.com/v1/audio-analysis/4Fyb2OMEx1xBiSrO7FsGcO,287817,4,Ebi,Atreh Toh
364,0.508,0.622,0,-8.556,0,0.0308,0.0583,0.0,0.134,0.51,132.362,audio_features,0sLmBJYIPvKr4kfauJ2UkK,spotify:track:0sLmBJYIPvKr4kfauJ2UkK,https://api.spotify.com/v1/tracks/0sLmBJYIPvKr4kfauJ2UkK,https://api.spotify.com/v1/audio-analysis/0sLmBJYIPvKr4kfauJ2UkK,304707,4,Ebi,Setarehaye Sorbi
365,0.5,0.264,11,-11.754,1,0.0323,0.801,0.0,0.0921,0.199,122.465,audio_features,6GO5HdKsYmqUCgAnHkqPcU,spotify:track:6GO5HdKsYmqUCgAnHkqPcU,https://api.spotify.com/v1/tracks/6GO5HdKsYmqUCgAnHkqPcU,https://api.spotify.com/v1/audio-analysis/6GO5HdKsYmqUCgAnHkqPcU,298440,4,Ebi,Kee Ashkato Pak Mikoneh
366,0.49,0.998,7,-3.01,1,0.154,0.0107,0.955,0.155,0.243,179.999,audio_features,4Z8gbG7ii3EIZaDMGAkPD2,spotify:track:4Z8gbG7ii3EIZaDMGAkPD2,https://api.spotify.com/v1/tracks/4Z8gbG7ii3EIZaDMGAkPD2,https://api.spotify.com/v1/audio-analysis/4Z8gbG7ii3EIZaDMGAkPD2,131996,4,Ebi,GOODBOUNCE
367,0.491,0.994,1,-3.007,0,0.0672,2.57e-05,0.925,0.169,0.0384,95.001,audio_features,6gTbHeJ6o5UbQnKzSyu2dC,spotify:track:6gTbHeJ6o5UbQnKzSyu2dC,https://api.spotify.com/v1/tracks/6gTbHeJ6o5UbQnKzSyu2dC,https://api.spotify.com/v1/audio-analysis/6gTbHeJ6o5UbQnKzSyu2dC,124000,4,Ebi,GOODTEK
368,0.564,0.617,9,-14.61,0,0.0746,0.0361,0.00168,0.0687,0.73,180.138,audio_features,4V0M8bSxSNSMj5uJu2hhGc,spotify:track:4V0M8bSxSNSMj5uJu2hhGc,https://api.spotify.com/v1/tracks/4V0M8bSxSNSMj5uJu2hhGc,https://api.spotify.com/v1/audio-analysis/4V0M8bSxSNSMj5uJu2hhGc,288287,4,Ebi,Masteh Cheshaat
369,0.288,0.477,2,-6.269,1,0.0312,0.789,1.04e-06,0.389,0.534,167.262,audio_features,20AwMarDowoIbAZuLC3xXl,spotify:track:20AwMarDowoIbAZuLC3xXl,https://api.spotify.com/v1/tracks/20AwMarDowoIbAZuLC3xXl,https://api.spotify.com/v1/audio-analysis/20AwMarDowoIbAZuLC3xXl,288147,3,Ebi,Ghorbat
370,0.637,0.554,7,-7.78,0,0.0296,0.136,2.97e-06,0.16,0.666,112.122,audio_features,1kcqzV920e9gicIYIfQvel,spotify:track:1kcqzV920e9gicIYIfQvel,https://api.spotify.com/v1/tracks/1kcqzV920e9gicIYIfQvel,https://api.spotify.com/v1/audio-analysis/1kcqzV920e9gicIYIfQvel,301720,3,Ebi,Madad Rangi
371,0.549,0.524,11,-12.766,0,0.042,0.111,0.0,0.389,0.568,125.137,audio_features,3UOWPDqltRvOviBKQepc9c,spotify:track:3UOWPDqltRvOviBKQepc9c,https://api.spotify.com/v1/tracks/3UOWPDqltRvOviBKQepc9c,https://api.spotify.com/v1/audio-analysis/3UOWPDqltRvOviBKQepc9c,264176,4,Ebi,Hezaro Yek Shab
372,0.265,0.546,7,-12.018,0,0.082,0.0548,0.00297,0.259,0.415,188.507,audio_features,0pY9nhymFSam3skzBMEhhM,spotify:track:0pY9nhymFSam3skzBMEhhM,https://api.spotify.com/v1/tracks/0pY9nhymFSam3skzBMEhhM,https://api.spotify.com/v1/audio-analysis/0pY9nhymFSam3skzBMEhhM,367467,3,Ebi,Ba Tou
373,0.285,0.445,11,-9.309,0,0.038,0.73,0.0,0.153,0.398,89.286,audio_features,7c9vvLrzTV5KhhaOcS5ztP,spotify:track:7c9vvLrzTV5KhhaOcS5ztP,https://api.spotify.com/v1/tracks/7c9vvLrzTV5KhhaOcS5ztP,https://api.spotify.com/v1/audio-analysis/7c9vvLrzTV5KhhaOcS5ztP,191773,4,Ebi,Pooste Shir
374,0.603,0.369,11,-25.019,0,0.0532,0.136,0.961,0.0951,0.424,130.048,audio_features,4DhnDQNJSwWyDQxAR59yYX,spotify:track:4DhnDQNJSwWyDQxAR59yYX,https://api.spotify.com/v1/tracks/4DhnDQNJSwWyDQxAR59yYX,https://api.spotify.com/v1/audio-analysis/4DhnDQNJSwWyDQxAR59yYX,109546,4,Ebi,rebs
375,0.545,0.603,7,-4.659,0,0.0345,0.467,1.29e-05,0.0971,0.116,131.912,audio_features,1VV60ywtqBK48vUnDg0DC4,spotify:track:1VV60ywtqBK48vUnDg0DC4,https://api.spotify.com/v1/tracks/1VV60ywtqBK48vUnDg0DC4,https://api.spotify.com/v1/audio-analysis/1VV60ywtqBK48vUnDg0DC4,410827,4,Ebi,Derakht
376,0.693,0.551,6,-10.762,0,0.0385,0.269,0.0,0.0963,0.332,120.129,audio_features,68sG7Hw7D355jPO6FmqfTq,spotify:track:68sG7Hw7D355jPO6FmqfTq,https://api.spotify.com/v1/tracks/68sG7Hw7D355jPO6FmqfTq,https://api.spotify.com/v1/audio-analysis/68sG7Hw7D355jPO6FmqfTq,284552,4,Ebi,Geryeh Nakon
377,0.355,0.509,1,-5.353,0,0.0335,0.596,0.0,0.113,0.208,173.21,audio_features,2JoW2CblCsaPErViRBC25i,spotify:track:2JoW2CblCsaPErViRBC25i,https://api.spotify.com/v1/tracks/2JoW2CblCsaPErViRBC25i,https://api.spotify.com/v1/audio-analysis/2JoW2CblCsaPErViRBC25i,232093,3,Ebi,Navazesh
378,0.383,0.633,8,-8.207,0,0.0302,0.183,0.789,0.241,0.191,79.806,audio_features,520KaBSGkWfUkPTqN6MDTm,spotify:track:520KaBSGkWfUkPTqN6MDTm,https://api.spotify.com/v1/tracks/520KaBSGkWfUkPTqN6MDTm,https://api.spotify.com/v1/audio-analysis/520KaBSGkWfUkPTqN6MDTm,240752,4,Ebi,Sadboys2020
379,0.281,0.568,8,-5.284,0,0.0397,0.744,2.83e-05,0.0811,0.409,175.539,audio_features,3ldywar9etCgmoERZBbNOj,spotify:track:3ldywar9etCgmoERZBbNOj,https://api.spotify.com/v1/tracks/3ldywar9etCgmoERZBbNOj,https://api.spotify.com/v1/audio-analysis/3ldywar9etCgmoERZBbNOj,186600,3,Ebi,Akharin Bar
380,0.491,0.888,4,-8.421,0,0.245,0.474,0.0,0.26,0.757,153.741,audio_features,7jRUVtYQHR8No0bVpWfluK,spotify:track:7jRUVtYQHR8No0bVpWfluK,https://api.spotify.com/v1/tracks/7jRUVtYQHR8No0bVpWfluK,https://api.spotify.com/v1/audio-analysis/7jRUVtYQHR8No0bVpWfluK,269547,3,Ebi,Delbar
381,0.346,0.542,11,-6.906,0,0.0387,0.572,1.07e-05,0.287,0.354,88.53,audio_features,5gVBxzqhrZDvLVAFUY9zSE,spotify:track:5gVBxzqhrZDvLVAFUY9zSE,https://api.spotify.com/v1/tracks/5gVBxzqhrZDvLVAFUY9zSE,https://api.spotify.com/v1/audio-analysis/5gVBxzqhrZDvLVAFUY9zSE,190893,3,Ebi,Pooste Shab
382,0.548,0.451,2,-12.187,0,0.0423,0.368,2.95e-06,0.149,0.376,102.621,audio_features,04UfII2w4nrqX34USAzkGw,spotify:track:04UfII2w4nrqX34USAzkGw,https://api.spotify.com/v1/tracks/04UfII2w4nrqX34USAzkGw,https://api.spotify.com/v1/audio-analysis/04UfII2w4nrqX34USAzkGw,296840,4,Ebi,Shabzadeh
383,0.85,0.735,2,-6.226,0,0.146,0.717,0.0,0.129,0.912,114.902,audio_features,5LKrH6qrjGiv4duAd2naE5,spotify:track:5LKrH6qrjGiv4duAd2naE5,https://api.spotify.com/v1/tracks/5LKrH6qrjGiv4duAd2naE5,https://api.spotify.com/v1/audio-analysis/5LKrH6qrjGiv4duAd2naE5,248213,4,Ebi,Gheseh Eshgh
384,0.419,0.595,10,-3.799,0,0.0351,0.727,0.0,0.116,0.29,133.769,audio_features,0lTVOxH2d41xGnk2TZXXRB,spotify:track:0lTVOxH2d41xGnk2TZXXRB,https://api.spotify.com/v1/tracks/0lTVOxH2d41xGnk2TZXXRB,https://api.spotify.com/v1/audio-analysis/0lTVOxH2d41xGnk2TZXXRB,285697,3,Ebi,Tehrane Man
385,0.538,0.408,2,-10.788,0,0.0554,0.689,3.48e-06,0.0835,0.6,99.924,audio_features,6xaRnsRbYRYeDUDJH0cdOI,spotify:track:6xaRnsRbYRYeDUDJH0cdOI,https://api.spotify.com/v1/tracks/6xaRnsRbYRYeDUDJH0cdOI,https://api.spotify.com/v1/audio-analysis/6xaRnsRbYRYeDUDJH0cdOI,216507,4,Ebi,Shekar
386,0.682,0.194,9,-12.924,0,0.46,0.974,0.0,0.18,0.731,102.566,audio_features,24KCHb7fyy793tQFJKmxm0,spotify:track:24KCHb7fyy793tQFJKmxm0,https://api.spotify.com/v1/tracks/24KCHb7fyy793tQFJKmxm0,https://api.spotify.com/v1/audio-analysis/24KCHb7fyy793tQFJKmxm0,44000,4,Ebi,Daelight Interlude
387,0.502,0.514,3,-8.002,0,0.0338,0.0349,0.0,0.127,0.163,127.071,audio_features,5mmsLcKktdZK3iQ89bu7Ra,spotify:track:5mmsLcKktdZK3iQ89bu7Ra,https://api.spotify.com/v1/tracks/5mmsLcKktdZK3iQ89bu7Ra,https://api.spotify.com/v1/audio-analysis/5mmsLcKktdZK3iQ89bu7Ra,313760,4,Ebi,Shab Geryeh
388,0.641,0.525,0,-12.151,0,0.0437,0.0932,0.000425,0.112,0.548,104.002,audio_features,6pqNTzaGRGXpr926bNJe3E,spotify:track:6pqNTzaGRGXpr926bNJe3E,https://api.spotify.com/v1/tracks/6pqNTzaGRGXpr926bNJe3E,https://api.spotify.com/v1/audio-analysis/6pqNTzaGRGXpr926bNJe3E,279280,4,Ebi,Ay Yar Begoo
389,0.467,0.36,9,-12.648,0,0.0513,0.888,0.00125,0.302,0.818,165.757,audio_features,0pZqMBwwQfJ93djJBFAijs,spotify:track:0pZqMBwwQfJ93djJBFAijs,https://api.spotify.com/v1/tracks/0pZqMBwwQfJ93djJBFAijs,https://api.spotify.com/v1/audio-analysis/0pZqMBwwQfJ93djJBFAijs,248493,4,Ebi,Golvajeh
390,0.578,0.49,10,-11.677,0,0.0344,0.804,0.0,0.136,0.549,132.373,audio_features,3TlP50FTm69aaLaQGuQkpV,spotify:track:3TlP50FTm69aaLaQGuQkpV,https://api.spotify.com/v1/tracks/3TlP50FTm69aaLaQGuQkpV,https://api.spotify.com/v1/audio-analysis/3TlP50FTm69aaLaQGuQkpV,238893,4,Ebi,Pichak
391,0.525,0.733,8,-4.214,0,0.111,0.833,3.72e-05,0.396,0.321,134.974,audio_features,0LIIVGqV3IQMyK578BMje0,spotify:track:0LIIVGqV3IQMyK578BMje0,https://api.spotify.com/v1/tracks/0LIIVGqV3IQMyK578BMje0,https://api.spotify.com/v1/audio-analysis/0LIIVGqV3IQMyK578BMje0,235733,4,Ebi,Jane Javani
392,0.751,0.665,9,-4.172,0,0.0468,0.497,0.0,0.0947,0.707,120.927,audio_features,37Y9m6TkmQYCyGQoHihX1W,spotify:track:37Y9m6TkmQYCyGQoHihX1W,https://api.spotify.com/v1/tracks/37Y9m6TkmQYCyGQoHihX1W,https://api.spotify.com/v1/audio-analysis/37Y9m6TkmQYCyGQoHihX1W,282570,3,Ebi,Delpoosh
393,0.411,0.515,3,-8.625,0,0.0666,0.00769,0.782,0.355,0.458,74.957,audio_features,5dN76Db8JFLggEpsYpIaKy,spotify:track:5dN76Db8JFLggEpsYpIaKy,https://api.spotify.com/v1/tracks/5dN76Db8JFLggEpsYpIaKy,https://api.spotify.com/v1/audio-analysis/5dN76Db8JFLggEpsYpIaKy,251279,4,Ebi,Yoshi Orange
394,0.74,0.591,7,-11.659,0,0.0497,0.71,0.000463,0.119,0.922,173.516,audio_features,2Me3zVXgJuJFnJvoAK24hJ,spotify:track:2Me3zVXgJuJFnJvoAK24hJ,https://api.spotify.com/v1/tracks/2Me3zVXgJuJFnJvoAK24hJ,https://api.spotify.com/v1/audio-analysis/2Me3zVXgJuJFnJvoAK24hJ,255907,3,Ebi,Jabeh Javaher
395,0.653,0.663,11,-11.368,1,0.0375,0.376,0.000111,0.138,0.853,117.274,audio_features,6ss9KpJONrfuhwqsBASUb7,spotify:track:6ss9KpJONrfuhwqsBASUb7,https://api.spotify.com/v1/tracks/6ss9KpJONrfuhwqsBASUb7,https://api.spotify.com/v1/audio-analysis/6ss9KpJONrfuhwqsBASUb7,408173,4,Ebi,Kolbeh Man
396,0.526,0.651,3,-4.074,0,0.0477,0.48,1.84e-06,0.173,0.226,137.292,audio_features,1cdAdyfXIIbyMEAXvtNRoa,spotify:track:1cdAdyfXIIbyMEAXvtNRoa,https://api.spotify.com/v1/tracks/1cdAdyfXIIbyMEAXvtNRoa,https://api.spotify.com/v1/audio-analysis/1cdAdyfXIIbyMEAXvtNRoa,281920,4,Ebi,Tahamol Kon
